law_firm,law_firm_url,location,name,practice_area,profile_url,rank,region
Maite Hoyos PA,www.chambers.com/law-firm/maite-hoyos-pa-usa-5:217915,Florida,Maite Hoyos,Immigration,www.chambers.com/lawyer/maite-hoyos-usa-5:575052,Band 2,USA
"Kurzban, Kurzban, Tetzeli & Pratt",www.chambers.com/law-firm/kurzban-kurzban-tetzeli-pratt-usa-5:113776,Florida,Helena Tetzeli,Immigration,www.chambers.com/lawyer/helena-tetzeli-usa-5:331307,Band 3,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Maria Casablanca,Immigration,www.chambers.com/lawyer/maria-casablanca-usa-5:25969513,Band 3,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Nicolas J Watkins,Immigration,www.chambers.com/lawyer/nicolas-j-watkins-usa-5:1208628,Band 3,USA
Bernstein & Berger PA,www.chambers.com/law-firm/bernstein-berger-pa-usa-5:253663,Florida,David Berger,Immigration,www.chambers.com/lawyer/david-berger-usa-5:1210321,Band 3,USA
Buchanan Ingersoll & Rooney PC,www.chambers.com/law-firm/buchanan-ingersoll-rooney-pc-usa-5:3819,Florida,Dilip Patel,Immigration,www.chambers.com/lawyer/dilip-patel-usa-5:25785912,Band 3,USA
Weiss & Kahn P.A.,www.chambers.com/law-firm/weiss-kahn-pa-usa-5:253374,Florida,Elaine Weiss,Immigration,www.chambers.com/lawyer/elaine-weiss-usa-5:462851,Band 3,USA
Avila Rodriguez Hernandez Mena & Garro LLP,www.chambers.com/law-firm/avila-rodriguez-hernandez-mena-garro-llp-usa-5:151878,Florida,Eugenio Hernandez,Immigration,www.chambers.com/lawyer/eugenio-hernandez-usa-5:284867,Band 3,USA
"Fragomen, Del Rey, Bernsen & Loewy, LLP",www.chambers.com/law-firm/fragomen-del-rey-bernsen-loewy-llp-usa-5:65871,Florida,Jennifer Holt Estrella,Immigration,www.chambers.com/lawyer/jennifer-holt-estrella-usa-5:25599262,Band 3,USA
Rifkin and Fox-Isicoff PA,www.chambers.com/law-firm/rifkin-and-fox-isicoff-pa-usa-5:113752,Florida,Larry S Rifkin,Immigration,www.chambers.com/lawyer/larry-s-rifkin-usa-5:331310,Band 3,USA
Gunster,www.chambers.com/law-firm/gunster-usa-5:65318,Florida,Mariana R Ribeiro,Immigration,www.chambers.com/lawyer/mariana-r-ribeiro-usa-5:654960,Band 3,USA
Foley & Lardner LLP,www.chambers.com/law-firm/foley-lardner-llp-usa-5:3838,Florida,Roy J Barquet,Immigration,www.chambers.com/lawyer/roy-j-barquet-usa-5:281014,Band 3,USA
Cozen O'Connor,www.chambers.com/law-firm/cozen-oconnor-usa-5:2818,Florida,Scott Bettridge,Immigration,www.chambers.com/lawyer/scott-bettridge-usa-5:1392067,Band 3,USA
"Shane, Shane & Brauwerman",www.chambers.com/law-firm/shane-shane-brauwerman-usa-5:137980,Florida,Evan J. Shane,Immigration,www.chambers.com/lawyer/evan-j-shane-usa-5:1396725,Up and Coming,USA
"Rimon, P.C.",www.chambers.com/law-firm/rimon-pc-usa-5:22782518,Florida,Sonia Oliveri,Immigration,www.chambers.com/lawyer/sonia-oliveri-usa-5:26371145,Up and Coming,USA
Gunster,www.chambers.com/law-firm/gunster-usa-5:65318,Florida,Beatriz Osorio,Immigration,www.chambers.com/lawyer/beatriz-osorio-usa-5:25410712,Associates to watch,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Fred Karlinsky,Insurance,www.chambers.com/lawyer/fred-karlinsky-usa-5:582031,Band 1,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Marcy Levine Aldrich,Insurance,www.chambers.com/lawyer/marcy-levine-aldrich-usa-5:198733,Band 2,USA
Berger Singerman,www.chambers.com/law-firm/berger-singerman-usa-5:85471,Florida,Michael Higer,Insurance,www.chambers.com/lawyer/michael-higer-usa-5:854395,Band 2,USA
Hinshaw & Culbertson LLP,www.chambers.com/law-firm/hinshaw-culbertson-llp-usa-5:2809,Florida,Rory E. Jurman,Insurance,www.chambers.com/lawyer/rory-e-jurman-usa-5:1495587,Band 2,USA
Hunton Andrews Kurth LLP,www.chambers.com/law-firm/hunton-andrews-kurth-llp-usa-5:7268,Florida,Walter J Andrews,Insurance,www.chambers.com/lawyer/walter-j-andrews-usa-5:222415,Band 2,USA
Delegal | Aubuchon,www.chambers.com/law-firm/delegal-aubuchon-usa-5:23256238,Florida,Mark Delegal,Insurance,www.chambers.com/lawyer/mark-delegal-usa-5:176329,Band 2,USA
Reed Smith LLP,www.chambers.com/law-firm/reed-smith-llp-usa-5:66079,Florida,R. Hugh Lumpkin,Insurance,www.chambers.com/lawyer/r-hugh-lumpkin-usa-5:1358908,Band 2,USA
Cozen O'Connor,www.chambers.com/law-firm/cozen-oconnor-usa-5:2818,Florida,A Kenneth Levine,Insurance,www.chambers.com/lawyer/a-kenneth-levine-usa-5:286869,Band 3,USA
Berger Singerman,www.chambers.com/law-firm/berger-singerman-usa-5:85471,Florida,Gina Clausen Lozier,Insurance,www.chambers.com/lawyer/gina-clausen-lozier-usa-5:25368664,Band 3,USA
Foley & Lardner LLP,www.chambers.com/law-firm/foley-lardner-llp-usa-5:3838,Florida,Austin Neal,Insurance,www.chambers.com/lawyer/austin-neal-usa-5:278130,Band 3,USA
Radey Law Firm,www.chambers.com/law-firm/radey-law-firm-usa-5:100367,Florida,David A Yon,Insurance,www.chambers.com/lawyer/david-a-yon-usa-5:149185,Band 3,USA
Colodny Fass,www.chambers.com/law-firm/colodny-fass-usa-5:117056,Florida,Maria Abate,Insurance,www.chambers.com/lawyer/maria-abate-usa-5:1211301,Band 3,USA
Colodny Fass,www.chambers.com/law-firm/colodny-fass-usa-5:117056,Florida,Mike Colodny,Insurance,www.chambers.com/lawyer/mike-colodny-usa-5:278111,Band 3,USA
Clyde & Co LLP,www.chambers.com/law-firm/clyde-co-llp-usa-5:85,Florida,Sina Bahadoran,Insurance,www.chambers.com/lawyer/sina-bahadoran-usa-5:1544095,Band 3,USA
Hinshaw & Culbertson LLP,www.chambers.com/law-firm/hinshaw-culbertson-llp-usa-5:2809,Florida,Ronald L Kammer,Insurance,www.chambers.com/lawyer/ronald-l-kammer-usa-5:238747,Band 4,USA
TorresVictor,www.chambers.com/law-firm/torresvictor-usa-5:23082753,Florida,Anna Torres,Insurance,www.chambers.com/lawyer/anna-torres-usa-5:25916646,Band 4,USA
"Boyle, Leonard & Anderson, P.A.",www.chambers.com/law-firm/boyle-leonard-anderson-pa-usa-5:23164082,Florida,Mark Boyle,Insurance,www.chambers.com/lawyer/mark-boyle-usa-5:25557006,Band 4,USA
Carlton Fields,www.chambers.com/law-firm/carlton-fields-usa-5:65309,Florida,Steven J. Brodie,Insurance,www.chambers.com/lawyer/steven-j-brodie-usa-5:390129,Band 4,USA
Butler Weihmuller Katz Craig LLP,www.chambers.com/law-firm/butler-weihmuller-katz-craig-llp-usa-5:65308,Florida,Thomas Keller,Insurance,www.chambers.com/lawyer/thomas-keller-usa-5:25924123,Band 4,USA
Chavin Mitchell Shmuely PA,www.chambers.com/law-firm/chavin-mitchell-shmuely-pa-usa-5:23087100,Florida,Valorie Chavin,Insurance,www.chambers.com/lawyer/valorie-chavin-usa-5:25925023,Band 4,USA
Hunton Andrews Kurth LLP,www.chambers.com/law-firm/hunton-andrews-kurth-llp-usa-5:7268,Florida,Andrea DeField,Insurance,www.chambers.com/lawyer/andrea-defield-usa-5:25916649,Up and Coming,USA
Kelley Kronenberg,www.chambers.com/law-firm/kelley-kronenberg-usa-5:23163672,Florida,Stephen R. Gross,Insurance,www.chambers.com/lawyer/stephen-r-gross-usa-5:1495589,Up and Coming,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Christian Brito,Insurance,www.chambers.com/lawyer/christian-brito-usa-5:25924136,Associates to watch,USA
Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Florida,Michael McGriskin,Insurance,www.chambers.com/lawyer/michael-mcgriskin-usa-5:25735237,Associates to watch,USA
Fox Rothschild LLP,www.chambers.com/law-firm/fox-rothschild-llp-usa-5:76482,Florida,Gregory A. Nelson,Intellectual Property,www.chambers.com/lawyer/gregory-a-nelson-usa-5:26135700,Band 1,USA
Cozen O'Connor,www.chambers.com/law-firm/cozen-oconnor-usa-5:2818,Florida,James A. Gale,Intellectual Property,www.chambers.com/lawyer/james-a-gale-usa-5:25607185,Band 1,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Florida,Jeffrey H. Kamenetsky,Intellectual Property,www.chambers.com/lawyer/jeffrey-h-kamenetsky-usa-5:26133726,Band 1,USA
Lott & Fischer,www.chambers.com/law-firm/lott-fischer-usa-5:22408992,Florida,Leslie Lott,Intellectual Property,www.chambers.com/lawyer/leslie-lott-usa-5:26113814,Band 1,USA
"Greenberg Traurig, LLP",www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Florida,Alan N Sutin,Intellectual Property,www.chambers.com/lawyer/alan-n-sutin-usa-5:389871,Band 2,USA
Dickinson Wright PLLC,www.chambers.com/law-firm/dickinson-wright-pllc-usa-5:3837,Florida,Catherine Hoffman,Intellectual Property,www.chambers.com/lawyer/catherine-hoffman-usa-5:26131402,Band 2,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Mark Passler,Intellectual Property,www.chambers.com/lawyer/mark-passler-usa-5:25563055,Band 2,USA
Cozen O'Connor,www.chambers.com/law-firm/cozen-oconnor-usa-5:2818,Florida,Samuel A. Lewis,Intellectual Property,www.chambers.com/lawyer/samuel-a-lewis-usa-5:25973897,Band 2,USA
"SteinPatent, P.A.",www.chambers.com/law-firm/steinpatent-pa-usa-5:23360974,Florida,Stefan V. Stein,Intellectual Property,www.chambers.com/lawyer/stefan-v-stein-usa-5:26139462,Band 2,USA
"Allen, Dyer, Doppelt + Gilchrist, P.A.",www.chambers.com/law-firm/allen-dyer-doppelt-gilchrist-pa-usa-5:22780649,Florida,Brian R. Gilchrist,Intellectual Property,www.chambers.com/lawyer/brian-r-gilchrist-usa-5:25613871,Band 2,USA
"Meland Budwick, P.A.",www.chambers.com/law-firm/meland-budwick-pa-usa-5:101842,Florida,Eric Ostroff,Intellectual Property,www.chambers.com/lawyer/eric-ostroff-usa-5:25394755,Band 2,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Florida,Harvey S. Kauget,Intellectual Property,www.chambers.com/lawyer/harvey-s-kauget-usa-5:26133709,Band 2,USA
Shutts & Bowen LLP,www.chambers.com/law-firm/shutts-bowen-llp-usa-5:3645,Florida,Joseph W. Bain,Intellectual Property,www.chambers.com/lawyer/joseph-w-bain-usa-5:26133740,Band 2,USA
"Peretz Chesal and Herrmann, PL",www.chambers.com/law-firm/peretz-chesal-and-herrmann-pl-usa-5:198521,Florida,Michael Chesal,Intellectual Property,www.chambers.com/lawyer/michael-chesal-usa-5:281330,Band 2,USA
Shutts & Bowen LLP,www.chambers.com/law-firm/shutts-bowen-llp-usa-5:3645,Florida,Steven M. Greenberg,Intellectual Property,www.chambers.com/lawyer/steven-m-greenberg-usa-5:26134349,Band 2,USA
Lott & Fischer,www.chambers.com/law-firm/lott-fischer-usa-5:22408992,Florida,Ury Fischer,Intellectual Property,www.chambers.com/lawyer/ury-fischer-usa-5:1095341,Band 2,USA
Shutts & Bowen LLP,www.chambers.com/law-firm/shutts-bowen-llp-usa-5:3645,Florida,"Woodrow ""Woody"" H Pollack",Intellectual Property,www.chambers.com/lawyer/woodrow-woody-h-pollack-usa-5:26130981,Band 2,USA
Duane Morris LLP,www.chambers.com/law-firm/duane-morris-llp-usa-5:2840,Florida,Michael W Casey,Labor & Employment,www.chambers.com/lawyer/michael-w-casey-usa-5:175089,Senior Statespeople,USA
Hunton Andrews Kurth LLP,www.chambers.com/law-firm/hunton-andrews-kurth-llp-usa-5:7268,Florida,Terence G Connor,Labor & Employment,www.chambers.com/lawyer/terence-g-connor-usa-5:175035,Senior Statespeople,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Thomas M Gonzalez,Labor & Employment,www.chambers.com/lawyer/thomas-m-gonzalez-usa-5:175093,Senior Statespeople,USA
"Joseph Z Fleming, P.A.",www.chambers.com/law-firm/joseph-z-fleming-pa-usa-5:23362605,Florida,Joseph Z Fleming,Labor & Employment,www.chambers.com/lawyer/joseph-z-fleming-usa-5:175007,Senior Statespeople,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Richard C McCrea,Labor & Employment,www.chambers.com/lawyer/richard-c-mccrea-usa-5:175005,Star Individuals,USA
"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Florida,Peter W Zinober,Labor & Employment,www.chambers.com/lawyer/peter-w-zinober-usa-5:175004,Star Individuals,USA
Fisher Phillips,www.chambers.com/law-firm/fisher-phillips-usa-5:65335,Florida,Charles Caulkins,Labor & Employment,www.chambers.com/lawyer/charles-caulkins-usa-5:175095,Band 1,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Gregory A Hearing,Labor & Employment,www.chambers.com/lawyer/gregory-a-hearing-usa-5:242210,Band 1,USA
Baker & Hostetler LLP,www.chambers.com/law-firm/baker-hostetler-llp-usa-5:76951,Florida,Kevin W Shaughnessy,Labor & Employment,www.chambers.com/lawyer/kevin-w-shaughnessy-usa-5:195632,Band 1,USA
"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",www.chambers.com/law-firm/stearns-weaver-miller-weissler-alhadeff-sitterson-pa-usa-5:65330,Florida,Robert Turk,Labor & Employment,www.chambers.com/lawyer/robert-turk-usa-5:175097,Band 1,USA
Cozen O'Connor,www.chambers.com/law-firm/cozen-oconnor-usa-5:2818,Florida,Susan Nadler Eisenberg,Labor & Employment,www.chambers.com/lawyer/susan-nadler-eisenberg-usa-5:196952,Band 1,USA
"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,Florida,Anne Marie Estevez,Labor & Employment,www.chambers.com/lawyer/anne-marie-estevez-usa-5:238421,Band 2,USA
Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Florida,Dennis McClelland,Labor & Employment,www.chambers.com/lawyer/dennis-mcclelland-usa-5:319800,Band 2,USA
Baker & Hostetler LLP,www.chambers.com/law-firm/baker-hostetler-llp-usa-5:76951,Florida,Joyce Ackerbaum Cox,Labor & Employment,www.chambers.com/lawyer/joyce-ackerbaum-cox-usa-5:285238,Band 2,USA
Buchanan Ingersoll & Rooney PC,www.chambers.com/law-firm/buchanan-ingersoll-rooney-pc-usa-5:3819,Florida,Cathy Beveridge,Labor & Employment,www.chambers.com/lawyer/cathy-beveridge-usa-5:196949,Band 2,USA
Rogers Towers PA,www.chambers.com/law-firm/rogers-towers-pa-usa-5:65327,Florida,Eric J Holshouser,Labor & Employment,www.chambers.com/lawyer/eric-j-holshouser-usa-5:196947,Band 2,USA
"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Florida,Michael Malfitano,Labor & Employment,www.chambers.com/lawyer/michael-malfitano-usa-5:478535,Band 2,USA
Beggs & Lane,www.chambers.com/law-firm/beggs-lane-usa-5:86113,Florida,Ralph Peterson,Labor & Employment,www.chambers.com/lawyer/ralph-peterson-usa-5:196976,Band 2,USA
"Richard D Tuschman, PA",www.chambers.com/law-firm/richard-d-tuschman-pa-usa-5:22868127,Florida,Richard D Tuschman,Labor & Employment,www.chambers.com/lawyer/richard-d-tuschman-usa-5:572107,Band 2,USA
Sniffen & Spellman P.A.,www.chambers.com/law-firm/sniffen-spellman-pa-usa-5:277084,Florida,Robert J Sniffen,Labor & Employment,www.chambers.com/lawyer/robert-j-sniffen-usa-5:680246,Band 2,USA
Fisher Phillips,www.chambers.com/law-firm/fisher-phillips-usa-5:65335,Florida,Steve Bernstein,Labor & Employment,www.chambers.com/lawyer/steve-bernstein-usa-5:473694,Band 2,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Arlene K Kline,Labor & Employment,www.chambers.com/lawyer/arlene-k-kline-usa-5:1379069,Band 3,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,James Bramnick,Labor & Employment,www.chambers.com/lawyer/james-bramnick-usa-5:176016,Band 3,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Florida,Jenna Rassif,Labor & Employment,www.chambers.com/lawyer/jenna-rassif-usa-5:690485,Band 3,USA
Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Florida,John Phillips,Labor & Employment,www.chambers.com/lawyer/john-phillips-usa-5:318959,Band 3,USA
Hunton Andrews Kurth LLP,www.chambers.com/law-firm/hunton-andrews-kurth-llp-usa-5:7268,Florida,Juan Enjamio,Labor & Employment,www.chambers.com/lawyer/juan-enjamio-usa-5:388503,Band 3,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Karen Meyer Buesing,Labor & Employment,www.chambers.com/lawyer/karen-meyer-buesing-usa-5:283444,Band 3,USA
Baker & Hostetler LLP,www.chambers.com/law-firm/baker-hostetler-llp-usa-5:76951,Florida,Patrick M Muldowney,Labor & Employment,www.chambers.com/lawyer/patrick-m-muldowney-usa-5:285505,Band 3,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Susan Spradley,Labor & Employment,www.chambers.com/lawyer/susan-spradley-usa-5:680251,Band 3,USA
Kim Vaughan Lerner LLP,www.chambers.com/law-firm/kim-vaughan-lerner-llp-usa-5:244001,Florida,Brian L Lerner,Labor & Employment,www.chambers.com/lawyer/brian-l-lerner-usa-5:567639,Band 3,USA
"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Florida,F Damon Kitchen,Labor & Employment,www.chambers.com/lawyer/f-damon-kitchen-usa-5:283695,Band 3,USA
Fisher Phillips,www.chambers.com/law-firm/fisher-phillips-usa-5:65335,Florida,Jeffrey E Mandel,Labor & Employment,www.chambers.com/lawyer/jeffrey-e-mandel-usa-5:282395,Band 3,USA
Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,Florida,Mark R Cheskin,Labor & Employment,www.chambers.com/lawyer/mark-r-cheskin-usa-5:324771,Band 3,USA
Rogers Towers PA,www.chambers.com/law-firm/rogers-towers-pa-usa-5:65327,Florida,Robert G Riegel,Labor & Employment,www.chambers.com/lawyer/robert-g-riegel-usa-5:318958,Band 3,USA
FordHarrison LLP,www.chambers.com/law-firm/fordharrison-llp-usa-5:65336,Florida,Aaron L Zandy,Labor & Employment,www.chambers.com/lawyer/aaron-l-zandy-usa-5:149504,Band 4,USA
FordHarrison LLP,www.chambers.com/law-firm/fordharrison-llp-usa-5:65336,Florida,Allen J McKenna,Labor & Employment,www.chambers.com/lawyer/allen-j-mckenna-usa-5:282390,Band 4,USA
Fisher Phillips,www.chambers.com/law-firm/fisher-phillips-usa-5:65335,Florida,Christine Howard,Labor & Employment,www.chambers.com/lawyer/christine-howard-usa-5:473165,Band 4,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Deborah L La Fleur,Labor & Employment,www.chambers.com/lawyer/deborah-l-la-fleur-usa-5:574730,Band 4,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Florida,Donald Works,Labor & Employment,www.chambers.com/lawyer/donald-works-usa-5:196958,Band 4,USA
"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",www.chambers.com/law-firm/stearns-weaver-miller-weissler-alhadeff-sitterson-pa-usa-5:65330,Florida,Eric K. Gabrielle,Labor & Employment,www.chambers.com/lawyer/eric-k-gabrielle-usa-5:1207980,Band 4,USA
Taylor English Duma LLP,www.chambers.com/law-firm/taylor-english-duma-llp-usa-5:191875,Florida,Gail Holtzman,Labor & Employment,www.chambers.com/lawyer/gail-holtzman-usa-5:25377617,Band 4,USA
"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",www.chambers.com/law-firm/stearns-weaver-miller-weissler-alhadeff-sitterson-pa-usa-5:65330,Florida,Ingrid Ponce,Labor & Employment,www.chambers.com/lawyer/ingrid-ponce-usa-5:690802,Band 4,USA
"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",www.chambers.com/law-firm/stearns-weaver-miller-weissler-alhadeff-sitterson-pa-usa-5:65330,Florida,Janet Goldberg McEnery,Labor & Employment,www.chambers.com/lawyer/janet-goldberg-mcenery-usa-5:25741231,Band 4,USA
Proskauer Rose LLP,www.chambers.com/law-firm/proskauer-rose-llp-usa-5:3550,Florida,Jurate Schwartz,Labor & Employment,www.chambers.com/lawyer/jurate-schwartz-usa-5:570047,Band 4,USA
Duane Morris LLP,www.chambers.com/law-firm/duane-morris-llp-usa-5:2840,Florida,Kevin Vance,Labor & Employment,www.chambers.com/lawyer/kevin-vance-usa-5:682338,Band 4,USA
"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",www.chambers.com/law-firm/stearns-weaver-miller-weissler-alhadeff-sitterson-pa-usa-5:65330,Florida,Lisa Berg,Labor & Employment,www.chambers.com/lawyer/lisa-berg-usa-5:683192,Band 4,USA
"Smith, Gambrell & Russell, LLP",www.chambers.com/law-firm/smith-gambrell-russell-llp-usa-5:65346,Florida,Patricia J Hill,Labor & Employment,www.chambers.com/lawyer/patricia-j-hill-usa-5:574118,Band 4,USA
"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Florida,Patrick G DeBlasio III,Labor & Employment,www.chambers.com/lawyer/patrick-g-deblasio-iii-usa-5:1386473,Band 4,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Florida,Richard Margulies,Labor & Employment,www.chambers.com/lawyer/richard-margulies-usa-5:500320,Band 4,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Scott T Silverman,Labor & Employment,www.chambers.com/lawyer/scott-t-silverman-usa-5:196962,Band 4,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Florida,Stephanie L. Adler-Paindiris,Labor & Employment,www.chambers.com/lawyer/stephanie-l-adler-paindiris-usa-5:678476,Band 4,USA
"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Florida,Edmund McKenna,Labor & Employment,www.chambers.com/lawyer/edmund-mckenna-usa-5:682766,Band 4,USA
Fowler White Burnett PA,www.chambers.com/law-firm/fowler-white-burnett-pa-usa-5:65314,Florida,Elizabeth Johnson,Labor & Employment,www.chambers.com/lawyer/elizabeth-johnson-usa-5:557560,Band 4,USA
"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Florida,John Dickinson,Labor & Employment,www.chambers.com/lawyer/john-dickinson-usa-5:175099,Band 4,USA
Johnson Jackson,www.chambers.com/law-firm/johnson-jackson-usa-5:23021783,Florida,Kevin D Johnson,Labor & Employment,www.chambers.com/lawyer/kevin-d-johnson-usa-5:574841,Band 4,USA
Foley & Lardner LLP,www.chambers.com/law-firm/foley-lardner-llp-usa-5:3838,Florida,Kevin E Hyde,Labor & Employment,www.chambers.com/lawyer/kevin-e-hyde-usa-5:175091,Band 4,USA
Foley & Lardner LLP,www.chambers.com/law-firm/foley-lardner-llp-usa-5:3838,Florida,Larry S. Perlman,Labor & Employment,www.chambers.com/lawyer/larry-s-perlman-usa-5:25922652,Band 4,USA
Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Florida,Reed L Russell,Labor & Employment,www.chambers.com/lawyer/reed-l-russell-usa-5:1521238,Band 4,USA
Fisher Phillips,www.chambers.com/law-firm/fisher-phillips-usa-5:65335,Florida,Suzanne K Bogdan,Labor & Employment,www.chambers.com/lawyer/suzanne-k-bogdan-usa-5:389538,Band 4,USA
"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Florida,Jessica T Travers,Labor & Employment,www.chambers.com/lawyer/jessica-t-travers-usa-5:1515426,Up and Coming,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Katie Molloy,Labor & Employment,www.chambers.com/lawyer/katie-molloy-usa-5:1517522,Up and Coming,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Florida,Mark A Hanley,Labor & Employment: Mediators,www.chambers.com/lawyer/mark-a-hanley-usa-5:389411,Band 1,USA
"GrayRobinson, PA",www.chambers.com/law-firm/grayrobinson-pa-usa-5:65317,Florida,Marlene Quintana,Labor & Employment: Mediators,www.chambers.com/lawyer/marlene-quintana-usa-5:865815,Band 1,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Barry Richard,Litigation: Appellate,www.chambers.com/lawyer/barry-richard-usa-5:171325,Senior Statespeople,USA
Podhurst Orseck P.A.,www.chambers.com/law-firm/podhurst-orseck-pa-usa-5:75642,Florida,Joel D Eaton,Litigation: Appellate,www.chambers.com/lawyer/joel-d-eaton-usa-5:194854,Senior Statespeople,USA
"Bruce S. Rogow, P.A.",www.chambers.com/law-firm/bruce-s-rogow-pa-usa-5:85297,Florida,Bruce S Rogow,Litigation: Appellate,www.chambers.com/lawyer/bruce-s-rogow-usa-5:194508,Senior Statespeople,USA
Brannock Humphries & Berman,www.chambers.com/law-firm/brannock-humphries-berman-usa-5:212706,Florida,Celene Humphries,Litigation: Appellate,www.chambers.com/lawyer/celene-humphries-usa-5:1190254,Band 1,USA
"Greenberg Traurig, PA",www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Florida,Elliot H Scherker,Litigation: Appellate,www.chambers.com/lawyer/elliot-h-scherker-usa-5:194655,Band 1,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Gerald Cope,Litigation: Appellate,www.chambers.com/lawyer/gerald-cope-usa-5:1180411,Band 1,USA
Akerman LLP,www.chambers.com/law-firm/akerman-llp-usa-5:65304,Florida,Katherine E Giddings,Litigation: Appellate,www.chambers.com/lawyer/katherine-e-giddings-usa-5:149154,Band 1,USA
Brannock Humphries & Berman,www.chambers.com/law-firm/brannock-humphries-berman-usa-5:212706,Florida,Steven L Brannock,Litigation: Appellate,www.chambers.com/lawyer/steven-l-brannock-usa-5:281385,Band 1,USA
Banker Lopez Gassler PA,www.chambers.com/law-firm/banker-lopez-gassler-pa-usa-5:189219,Florida,Chris W. Altenbernd,Litigation: Appellate,www.chambers.com/lawyer/chris-w-altenbernd-usa-5:25615699,Band 1,USA
"Kreusler-Walsh Vargas & Serafin, P.A.",www.chambers.com/law-firm/kreusler-walsh-vargas-serafin-pa-usa-5:85426,Florida,Jane Kreusler-Walsh,Litigation: Appellate,www.chambers.com/lawyer/jane-kreusler-walsh-usa-5:194845,Band 1,USA
