Name,Location,Practice Area,Profile URL,Law Firm,Law Firm URL,Rank
Timothy W Grooms,Arkansas,Real Estate,www.chambers.com/lawyer/timothy-w-grooms-usa-5:157168,"Quattlebaum, Grooms & Tull PLLC",www.chambers.com/law-firm/quattlebaum-grooms-tull-pllc-usa-5:68493,Star Individuals
J Cliff McKinney II,Arkansas,Real Estate,www.chambers.com/lawyer/j-cliff-mckinney-ii-usa-5:272849,"Quattlebaum, Grooms & Tull PLLC",www.chambers.com/law-firm/quattlebaum-grooms-tull-pllc-usa-5:68493,Band 1
James Saxton,Arkansas,Real Estate,www.chambers.com/lawyer/james-saxton-usa-5:193778,"Friday, Eldredge & Clark, LLP",www.chambers.com/law-firm/friday-eldredge-clark-llp-usa-5:65237,Band 1
Jay Taylor,Arkansas,Real Estate,www.chambers.com/lawyer/jay-taylor-usa-5:159095,"Friday, Eldredge & Clark, LLP",www.chambers.com/law-firm/friday-eldredge-clark-llp-usa-5:65237,Band 1
John William Spivey III,Arkansas,Real Estate,www.chambers.com/lawyer/john-william-spivey-iii-usa-5:157175,"Wright, Lindsey & Jennings LLP",www.chambers.com/law-firm/wright-lindsey-jennings-llp-usa-5:65243,Band 1
Terry W Pool,Arkansas,Real Estate,www.chambers.com/lawyer/terry-w-pool-usa-5:371644,Kutak Rock LLP,www.chambers.com/law-firm/kutak-rock-llp-usa-5:65637,Band 1
Jeb H Joyce,Arkansas,Real Estate,www.chambers.com/lawyer/jeb-h-joyce-usa-5:558476,"Quattlebaum, Grooms & Tull PLLC",www.chambers.com/law-firm/quattlebaum-grooms-tull-pllc-usa-5:68493,Band 2
Price C Gardner,Arkansas,Real Estate,www.chambers.com/lawyer/price-c-gardner-usa-5:194310,"Friday, Eldredge & Clark, LLP",www.chambers.com/law-firm/friday-eldredge-clark-llp-usa-5:65237,Band 2
Brian Rosenthal,Arkansas,Real Estate,www.chambers.com/lawyer/brian-rosenthal-usa-5:157173,Rose Law Firm,www.chambers.com/law-firm/rose-law-firm-usa-5:65241,Band 2
Randal B Frazier,Arkansas,Real Estate,www.chambers.com/lawyer/randal-b-frazier-usa-5:220190,Kutak Rock LLP,www.chambers.com/law-firm/kutak-rock-llp-usa-5:65637,Band 2
Robyn Allmendinger,Arkansas,Real Estate,www.chambers.com/lawyer/robyn-allmendinger-usa-5:553634,Rose Law Firm,www.chambers.com/law-firm/rose-law-firm-usa-5:65241,Band 2
Michael B Childers,Arkansas,Real Estate,www.chambers.com/lawyer/michael-b-childers-usa-5:477282,"Friday, Eldredge & Clark, LLP",www.chambers.com/law-firm/friday-eldredge-clark-llp-usa-5:65237,Band 3
Dana Paul,Arkansas,Real Estate,www.chambers.com/lawyer/dana-paul-usa-5:25969612,"Paul Law Firm, PLLC",www.chambers.com/law-firm/paul-law-firm-pllc-usa-5:23107269,Band 3
Harold W Hamlin,Arkansas,Real Estate,www.chambers.com/lawyer/harold-w-hamlin-usa-5:194399,"Mitchell, Williams, Selig, Gates & Woodyard, PLLC",www.chambers.com/law-firm/mitchell-williams-selig-gates-woodyard-pllc-usa-5:65240,Band 3
Heartsill Ragon III,Arkansas,Real Estate,www.chambers.com/lawyer/heartsill-ragon-iii-usa-5:320412,"Gill Ragon Owen, P.A.",www.chambers.com/law-firm/gill-ragon-owen-pa-usa-5:122105,Band 3
James P Beachboard,Arkansas,Real Estate,www.chambers.com/lawyer/james-p-beachboard-usa-5:1391537,"Wright, Lindsey & Jennings LLP",www.chambers.com/law-firm/wright-lindsey-jennings-llp-usa-5:65243,Band 3
S Richard Levin,Arkansas,Real Estate,www.chambers.com/lawyer/s-richard-levin-usa-5:1541217,"Hall, Estill, Hardwick, Gable, Golden & Nelson, PC",www.chambers.com/law-firm/hall-estill-hardwick-gable-golden-nelson-pc-usa-5:66024,Band 3
Scott Schallhorn,Arkansas,Real Estate,www.chambers.com/lawyer/scott-schallhorn-usa-5:721330,"Mitchell, Williams, Selig, Gates & Woodyard, PLLC",www.chambers.com/law-firm/mitchell-williams-selig-gates-woodyard-pllc-usa-5:65240,Band 3
T Daniel Goodwin,Arkansas,Real Estate,www.chambers.com/lawyer/t-daniel-goodwin-usa-5:291431,"Gill Ragon Owen, P.A.",www.chambers.com/law-firm/gill-ragon-owen-pa-usa-5:122105,Band 3
Madeline J Taylor,Arkansas,Real Estate,www.chambers.com/lawyer/madeline-j-taylor-usa-5:25788591,Rose Law Firm,www.chambers.com/law-firm/rose-law-firm-usa-5:65241,Up and Coming
John William Spivey III,Arkansas,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/john-william-spivey-iii-usa-5:157175,"Wright, Lindsey & Jennings LLP",www.chambers.com/law-firm/wright-lindsey-jennings-llp-usa-5:65243,Band 1
Randal B Frazier,Arkansas,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/randal-b-frazier-usa-5:220190,Kutak Rock LLP,www.chambers.com/law-firm/kutak-rock-llp-usa-5:65637,Band 1
Stephen R Giles,Arkansas,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/stephen-r-giles-usa-5:917125,"Wright, Lindsey & Jennings LLP",www.chambers.com/law-firm/wright-lindsey-jennings-llp-usa-5:65243,Band 1
Robert A Mittelstaedt,California,Antitrust,www.chambers.com/lawyer/robert-a-mittelstaedt-usa-5:191120,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Senior Statespeople
Stephen Bomse,California,Antitrust,www.chambers.com/lawyer/stephen-bomse-usa-5:147846,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Senior Statespeople
Daniel Wall,California,Antitrust,www.chambers.com/lawyer/daniel-wall-usa-5:159414,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Star Individuals
Alfred Pfeiffer,California,Antitrust,www.chambers.com/lawyer/alfred-pfeiffer-usa-5:147749,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 1
Daniel G Swanson,California,Antitrust,www.chambers.com/lawyer/daniel-g-swanson-usa-5:160543,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 1
Heather Nyong'o,California,Antitrust,www.chambers.com/lawyer/heather-nyongo-usa-5:1503130,Cleary Gottlieb Steen & Hamilton LLP,www.chambers.com/law-firm/cleary-gottlieb-steen-hamilton-llp-usa-5:3824,Band 1
Christopher S Yates,California,Antitrust,www.chambers.com/lawyer/christopher-s-yates-usa-5:749394,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 2
Craig A Waldman,California,Antitrust,www.chambers.com/lawyer/craig-a-waldman-usa-5:210253,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Band 2
Jeffrey A LeVee,California,Antitrust,www.chambers.com/lawyer/jeffrey-a-levee-usa-5:160548,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Band 2
Niall Lynch,California,Antitrust,www.chambers.com/lawyer/niall-lynch-usa-5:874834,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 2
Rachel Brass,California,Antitrust,www.chambers.com/lawyer/rachel-brass-usa-5:722061,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 2
Roxane A Polidora,California,Antitrust,www.chambers.com/lawyer/roxane-a-polidora-usa-5:319797,Pillsbury Winthrop Shaw Pittman LLP,www.chambers.com/law-firm/pillsbury-winthrop-shaw-pittman-llp-usa-5:3678,Band 2
Glenn D Pomerantz,California,Antitrust,www.chambers.com/lawyer/glenn-d-pomerantz-usa-5:196886,"Munger, Tolles & Olson LLP",www.chambers.com/law-firm/munger-tolles-olson-llp-usa-5:3535,Band 2
Michael Tubach,California,Antitrust,www.chambers.com/lawyer/michael-tubach-usa-5:238377,O'Melveny & Myers LLP,www.chambers.com/law-firm/omelveny-myers-llp-usa-5:3691,Band 2
Allison A Davis,California,Antitrust,www.chambers.com/lawyer/allison-a-davis-usa-5:475892,Davis Wright Tremaine LLP,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 3
Anita F Stork,California,Antitrust,www.chambers.com/lawyer/anita-f-stork-usa-5:194916,Covington & Burling LLP,www.chambers.com/law-firm/covington-burling-llp-usa-5:3826,Band 3
Eric P Enson,California,Antitrust,www.chambers.com/lawyer/eric-p-enson-usa-5:1193104,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Band 3
Lisa Tenorio-Kutzkey,California,Antitrust,www.chambers.com/lawyer/lisa-tenorio-kutzkey-usa-5:480139,DLA Piper LLP (US),www.chambers.com/law-firm/dla-piper-llp-us-usa-5:8053,Band 3
Phillip Warren,California,Antitrust,www.chambers.com/lawyer/phillip-warren-usa-5:1496403,Covington & Burling LLP,www.chambers.com/law-firm/covington-burling-llp-usa-5:3826,Band 3
Megan Dixon,California,Antitrust,www.chambers.com/lawyer/megan-dixon-usa-5:871247,Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,Band 3
Michael Scarborough,California,Antitrust,www.chambers.com/lawyer/michael-scarborough-usa-5:722062,"Sheppard, Mullin, Richter & Hampton LLP",www.chambers.com/law-firm/sheppard-mullin-richter-hampton-llp-usa-5:2839,Band 3
Rohit Singla,California,Antitrust,www.chambers.com/lawyer/rohit-singla-usa-5:724892,"Munger, Tolles & Olson LLP",www.chambers.com/law-firm/munger-tolles-olson-llp-usa-5:3535,Band 3
Belinda S Lee,California,Antitrust,www.chambers.com/lawyer/belinda-s-lee-usa-5:1382522,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 4
Brian C Rocca,California,Antitrust,www.chambers.com/lawyer/brian-c-rocca-usa-5:598899,"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,Band 4
David M Goldstein,California,Antitrust,www.chambers.com/lawyer/david-m-goldstein-usa-5:529100,Farmer Brownstein Jaeger Goldstein Klein & Siegel LLP,www.chambers.com/law-firm/farmer-brownstein-jaeger-goldstein-klein-siegel-llp-usa-5:22810746,Band 4
Jacob R. Sorensen,California,Antitrust,www.chambers.com/lawyer/jacob-r-sorensen-usa-5:606562,Pillsbury Winthrop Shaw Pittman LLP,www.chambers.com/law-firm/pillsbury-winthrop-shaw-pittman-llp-usa-5:3678,Band 4
Jason C. Murray,California,Antitrust,www.chambers.com/lawyer/jason-c-murray-usa-5:610750,Crowell & Moring LLP,www.chambers.com/law-firm/crowell-moring-llp-usa-5:2838,Band 4
Margaret A Ward,California,Antitrust,www.chambers.com/lawyer/margaret-a-ward-usa-5:473718,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Band 4
Sam Liversidge,California,Antitrust,www.chambers.com/lawyer/sam-liversidge-usa-5:479483,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 4
Teresa T Bonder,California,Antitrust,www.chambers.com/lawyer/teresa-t-bonder-usa-5:320206,Alston & Bird LLP,www.chambers.com/law-firm/alston-bird-llp-usa-5:2806,Band 4
Bradley S Phillips,California,Antitrust,www.chambers.com/lawyer/bradley-s-phillips-usa-5:238376,"Munger, Tolles & Olson LLP",www.chambers.com/law-firm/munger-tolles-olson-llp-usa-5:3535,Band 4
Gary L Halling,California,Antitrust,www.chambers.com/lawyer/gary-l-halling-usa-5:238379,"Sheppard, Mullin, Richter & Hampton LLP",www.chambers.com/law-firm/sheppard-mullin-richter-hampton-llp-usa-5:2839,Band 4
Howard Ullman,California,Antitrust,www.chambers.com/lawyer/howard-ullman-usa-5:1503268,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Band 4
Jeffrey VanHooreweghe,California,Antitrust,www.chambers.com/lawyer/jeffrey-vanhooreweghe-usa-5:487331,Wilson Sonsini Goodrich & Rosati,www.chambers.com/law-firm/wilson-sonsini-goodrich-rosati-usa-5:3676,Band 4
Francis O Scarpulla,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/francis-o-scarpulla-usa-5:319426,Scarpulla Law Firm,www.chambers.com/law-firm/scarpulla-law-firm-usa-5:131856,Senior Statespeople
Joseph Cotchett,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/joseph-cotchett-usa-5:147860,"Cotchett, Pitre & McCarthy",www.chambers.com/law-firm/cotchett-pitre-mccarthy-usa-5:66583,Senior Statespeople
Joseph R Saveri,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/joseph-r-saveri-usa-5:1362478,"Joseph Saveri Law Firm, Inc.",www.chambers.com/law-firm/joseph-saveri-law-firm-inc-usa-5:22754927,Band 1
Steven N Williams,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/steven-n-williams-usa-5:1192129,"Joseph Saveri Law Firm, Inc.",www.chambers.com/law-firm/joseph-saveri-law-firm-inc-usa-5:22754927,Band 1
Bruce Simon,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/bruce-simon-usa-5:274619,"Pearson, Simon & Warshaw LLP",www.chambers.com/law-firm/pearson-simon-warshaw-llp-usa-5:22945275,Band 1
Judith Zahid,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/judith-zahid-usa-5:1357690,Zelle LLP,www.chambers.com/law-firm/zelle-llp-usa-5:74235,Band 1
Kalpana Srinivasan,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/kalpana-srinivasan-usa-5:25420370,Susman Godfrey LLP,www.chambers.com/law-firm/susman-godfrey-llp-usa-5:66652,Band 1
Megan E Jones,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/megan-e-jones-usa-5:1397785,Hausfeld LLP,www.chambers.com/law-firm/hausfeld-llp-usa-5:193727,Band 1
Shana Scarlett,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/shana-scarlett-usa-5:25611416,Hagens Berman Sobol Shapiro LLP,www.chambers.com/law-firm/hagens-berman-sobol-shapiro-llp-usa-5:138223,Band 1
Aaron Sheanin,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/aaron-sheanin-usa-5:25736322,Robins Kaplan LLP,www.chambers.com/law-firm/robins-kaplan-llp-usa-5:2444,Band 2
Daniel A Sasse,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/daniel-a-sasse-usa-5:376335,Crowell & Moring LLP,www.chambers.com/law-firm/crowell-moring-llp-usa-5:2838,Band 2
Adam Zapala,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/adam-zapala-usa-5:26132257,"Cotchett, Pitre & McCarthy",www.chambers.com/law-firm/cotchett-pitre-mccarthy-usa-5:66583,Band 2
Brendan P. Glackin,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/brendan-p-glackin-usa-5:25404564,"Lieff Cabraser Heimann & Bernstein, LLP",www.chambers.com/law-firm/lieff-cabraser-heimann-bernstein-llp-usa-5:66621,Band 2
Dena C Sharp,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/dena-c-sharp-usa-5:26126723,Girard Sharp,www.chambers.com/law-firm/girard-sharp-usa-5:23107159,Band 2
Marc Seltzer,California,Antitrust: Mainly Plaintiff,www.chambers.com/lawyer/marc-seltzer-usa-5:272237,Susman Godfrey LLP,www.chambers.com/law-firm/susman-godfrey-llp-usa-5:66652,Band 2
John Jameson,California,Banking & Finance,www.chambers.com/lawyer/john-jameson-usa-5:375244,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Senior Statespeople
Alan Benjamin,California,Banking & Finance,www.chambers.com/lawyer/alan-benjamin-usa-5:138465,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Senior Statespeople
Christopher W Kirkham,California,Banking & Finance,www.chambers.com/lawyer/christopher-w-kirkham-usa-5:318248,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Band 1
Cromwell Montgomery,California,Banking & Finance,www.chambers.com/lawyer/cromwell-montgomery-usa-5:280153,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 1
David M Nemecek,California,Banking & Finance,www.chambers.com/lawyer/david-m-nemecek-usa-5:316190,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Band 1
Gregory Robins,California,Banking & Finance,www.chambers.com/lawyer/gregory-robins-usa-5:318302,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 1
K Kristine Dunn,California,Banking & Finance,www.chambers.com/lawyer/k-kristine-dunn-usa-5:317374,"Skadden, Arps, Slate, Meagher & Flom LLP & Affiliates",www.chambers.com/law-firm/skadden-arps-slate-meagher-flom-llp-affiliates-usa-5:3656,Band 1
Linda Curtis,California,Banking & Finance,www.chambers.com/lawyer/linda-curtis-usa-5:214194,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 1
Steven O Weise,California,Banking & Finance,www.chambers.com/lawyer/steven-o-weise-usa-5:197056,Proskauer Rose LLP,www.chambers.com/law-firm/proskauer-rose-llp-usa-5:3550,Band 1
Gabriel F Gregson,California,Banking & Finance,www.chambers.com/lawyer/gabriel-f-gregson-usa-5:317376,"Weil, Gotshal & Manges LLP",www.chambers.com/law-firm/weil-gotshal-manges-llp-usa-5:3667,Band 2
Katherine E. Bell,California,Banking & Finance,www.chambers.com/lawyer/katherine-e-bell-usa-5:726431,Paul Hastings LLP,www.chambers.com/law-firm/paul-hastings-llp-usa-5:25003,Band 2
Peter S Burke,California,Banking & Finance,www.chambers.com/lawyer/peter-s-burke-usa-5:488949,Paul Hastings LLP,www.chambers.com/law-firm/paul-hastings-llp-usa-5:25003,Band 2
Samantha Good,California,Banking & Finance,www.chambers.com/lawyer/samantha-good-usa-5:612833,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Band 2
Sandra Lee Montgomery,California,Banking & Finance,www.chambers.com/lawyer/sandra-lee-montgomery-usa-5:280831,Proskauer Rose LLP,www.chambers.com/law-firm/proskauer-rose-llp-usa-5:3550,Band 2
Brenda Dieck,California,Banking & Finance,www.chambers.com/lawyer/brenda-dieck-usa-5:876182,White & Case LLP,www.chambers.com/law-firm/white-case-llp-usa-5:3672,Band 2
Marshall C Stoddard,California,Banking & Finance,www.chambers.com/lawyer/marshall-c-stoddard-usa-5:315253,"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,Band 2
Anthony R Callobre,California,Banking & Finance,www.chambers.com/lawyer/anthony-r-callobre-usa-5:490025,Blank Rome LLP,www.chambers.com/law-firm/blank-rome-llp-usa-5:2826,Band 3
Bradley C Crawford,California,Banking & Finance,www.chambers.com/lawyer/bradley-c-crawford-usa-5:315735,Vedder Price,www.chambers.com/law-firm/vedder-price-usa-5:1772,Band 3
Gary B Rosenbaum,California,Banking & Finance,www.chambers.com/lawyer/gary-b-rosenbaum-usa-5:176090,McDermott Will & Emery LLP,www.chambers.com/law-firm/mcdermott-will-emery-llp-usa-5:4384,Band 3
Jennifer B Hildebrandt,California,Banking & Finance,www.chambers.com/lawyer/jennifer-b-hildebrandt-usa-5:904266,Paul Hastings LLP,www.chambers.com/law-firm/paul-hastings-llp-usa-5:25003,Band 3
Mark Spitzer,California,Banking & Finance,www.chambers.com/lawyer/mark-spitzer-usa-5:316013,McGuireWoods LLP,www.chambers.com/law-firm/mcguirewoods-llp-usa-5:2805,Band 3
Sonali Shah Jindal,California,Banking & Finance,www.chambers.com/lawyer/sonali-shah-jindal-usa-5:1350555,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Band 3
Peter H Carson,California,Banking & Finance,www.chambers.com/lawyer/peter-h-carson-usa-5:280136,"Sheppard, Mullin, Richter & Hampton LLP",www.chambers.com/law-firm/sheppard-mullin-richter-hampton-llp-usa-5:2839,Band 3
Robert Morrison,California,Banking & Finance,www.chambers.com/lawyer/robert-morrison-usa-5:1364602,White & Case LLP,www.chambers.com/law-firm/white-case-llp-usa-5:3672,Band 3
Andrew A Fayé,California,Banking & Finance,www.chambers.com/lawyer/andrew-a-faye-usa-5:21871,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 4
Andrew W Cheng,California,Banking & Finance,www.chambers.com/lawyer/andrew-w-cheng-usa-5:906467,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 4
Chris Exberger,California,Banking & Finance,www.chambers.com/lawyer/chris-exberger-usa-5:601480,"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,Band 4
Haim Zaltzman,California,Banking & Finance,www.chambers.com/lawyer/haim-zaltzman-usa-5:606690,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 4
Hamid Namazie,California,Banking & Finance,www.chambers.com/lawyer/hamid-namazie-usa-5:1505844,McGuireWoods LLP,www.chambers.com/law-firm/mcguirewoods-llp-usa-5:2805,Band 4
Jason Bosworth,California,Banking & Finance,www.chambers.com/lawyer/jason-bosworth-usa-5:1373535,Latham & Watkins,www.chambers.com/law-firm/latham-watkins-usa-5:3689,Band 4
Josh Holt,California,Banking & Finance,www.chambers.com/lawyer/josh-holt-usa-5:1515442,Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,Band 4
Kristopher Ring,California,Banking & Finance,www.chambers.com/lawyer/kristopher-ring-usa-5:1349203,Goodwin,www.chambers.com/law-firm/goodwin-usa-5:3620,Band 4
Matthew J Wrysinski,California,Banking & Finance,www.chambers.com/lawyer/matthew-j-wrysinski-usa-5:903629,Alston & Bird LLP,www.chambers.com/law-firm/alston-bird-llp-usa-5:2806,Band 4
Pamela J Martinson,California,Banking & Finance,www.chambers.com/lawyer/pamela-j-martinson-usa-5:598072,Sidley Austin LLP,www.chambers.com/law-firm/sidley-austin-llp-usa-5:3692,Band 4
Peter S Szurley,California,Banking & Finance,www.chambers.com/lawyer/peter-s-szurley-usa-5:875367,McGuireWoods LLP,www.chambers.com/law-firm/mcguirewoods-llp-usa-5:2805,Band 4
Robert J Davidson,California,Banking & Finance,www.chambers.com/lawyer/robert-j-davidson-usa-5:280732,"Buchalter, A Professional Corporation",www.chambers.com/law-firm/buchalter-a-professional-corporation-usa-5:101044,Band 4
Steven L Miller,California,Banking & Finance,www.chambers.com/lawyer/steven-l-miller-usa-5:25611382,"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,Band 4
William Schoenholz,California,Banking & Finance,www.chambers.com/lawyer/william-schoenholz-usa-5:282299,"Buchalter, A Professional Corporation",www.chambers.com/law-firm/buchalter-a-professional-corporation-usa-5:101044,Band 4
Danielle Garcia,California,Banking & Finance,www.chambers.com/lawyer/danielle-garcia-usa-5:1530225,Holland & Knight LLP,www.chambers.com/law-firm/holland-knight-llp-usa-5:8471,Band 4
Darío D. Avram,California,Banking & Finance,www.chambers.com/lawyer/dario-d-avram-usa-5:1374368,Morrison & Foerster LLP,www.chambers.com/law-firm/morrison-foerster-llp-usa-5:7854,Band 4
Dolph Hellman,California,Banking & Finance,www.chambers.com/lawyer/dolph-hellman-usa-5:569507,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Band 4
Pauline M Stevens,California,Banking & Finance,www.chambers.com/lawyer/pauline-m-stevens-usa-5:315712,Allen Matkins,www.chambers.com/law-firm/allen-matkins-usa-5:65245,Band 4
Tom Baxter,California,Banking & Finance,www.chambers.com/lawyer/tom-baxter-usa-5:365304,O'Melveny & Myers LLP,www.chambers.com/law-firm/omelveny-myers-llp-usa-5:3691,Band 4
Zachary S Finley,California,Banking & Finance,www.chambers.com/lawyer/zachary-s-finley-usa-5:487665,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Band 4
Austin Glassman,California,Banking & Finance,www.chambers.com/lawyer/austin-glassman-usa-5:25593292,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Up and Coming
Brian Ford,California,Banking & Finance,www.chambers.com/lawyer/brian-ford-usa-5:873807,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Up and Coming
Fred N Lim,California,Banking & Finance,www.chambers.com/lawyer/fred-n-lim-usa-5:25422594,Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,Up and Coming
Nisha Kanchanapoomi,California,Banking & Finance,www.chambers.com/lawyer/nisha-kanchanapoomi-usa-5:25395964,Kirkland & Ellis,www.chambers.com/law-firm/kirkland-ellis-usa-5:3636,Up and Coming
Melissa Barshop,California,Banking & Finance,www.chambers.com/lawyer/melissa-barshop-usa-5:1198255,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Associates to watch
Kenneth N Klee,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/kenneth-n-klee-usa-5:158791,"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,Senior Statespeople
Marc A Levinson,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/marc-a-levinson-usa-5:278638,"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,Senior Statespeople
Bruce S Bennett,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/bruce-s-bennett-usa-5:159536,Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,Band 1
Jeffrey Krause,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-krause-usa-5:1164711,"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,Band 1
Isaac M Pachulski,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/isaac-m-pachulski-usa-5:158647,Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,Band 1
Jeffrey N Pomerantz,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-n-pomerantz-usa-5:158644,Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,Band 1
Mark Shinderman,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/mark-shinderman-usa-5:691639,Milbank LLP,www.chambers.com/law-firm/milbank-llp-usa-5:3640,Band 1
Michael L Tuchin,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/michael-l-tuchin-usa-5:158562,"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,Band 1
Richard M Pachulski,California,Bankruptcy/Restructuring,www.chambers.com/lawyer/richard-m-pachulski-usa-5:158645,Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,Band 1
