Name,Country,Location,Practice Area,Law Firm,Profile URL,Law Firm URL,Rank
Anne Yuengert,"('USA', False)",Alabama,Labor & Employment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/anne-yuengert-usa-5:721352,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
David M Smith,"('USA', False)",Alabama,Labor & Employment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/david-m-smith-usa-5:158876,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Jay D St. Clair,"('USA', False)",Alabama,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/jay-d-st-clair-usa-5:218973,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 1
Carole G Miller,"('USA', False)",Alabama,Labor & Employment,"Bressler, Amery & Ross, P.C.",www.chambers.com/lawyer/carole-g-miller-usa-5:376839,www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Band 1
David J Middlebrooks,"('USA', False)",Alabama,Labor & Employment,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/lawyer/david-j-middlebrooks-usa-5:156861,www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 1
Jeff Starling III,"('USA', False)",Alabama,Labor & Employment,Balch & Bingham LLP,www.chambers.com/lawyer/jeff-starling-iii-usa-5:240353,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
John Coleman,"('USA', False)",Alabama,Labor & Employment,Burr & Forman LLP,www.chambers.com/lawyer/john-coleman-usa-5:154388,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 1
Richard Lehr,"('USA', False)",Alabama,Labor & Employment,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/lawyer/richard-lehr-usa-5:218832,www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 1
Charles A Powell IV,"('USA', False)",Alabama,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/charles-a-powell-iv-usa-5:376791,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 2
John Hargrove,"('USA', False)",Alabama,Labor & Employment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/john-hargrove-usa-5:429182,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
T Matthew Miller,"('USA', False)",Alabama,Labor & Employment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/t-matthew-miller-usa-5:377314,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
Albert L Vreeland,"('USA', False)",Alabama,Labor & Employment,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/lawyer/albert-l-vreeland-usa-5:217927,www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 2
Arnold W Umbach III,"('USA', False)",Alabama,Labor & Employment,Starnes Davis Florie LLP,www.chambers.com/lawyer/arnold-w-umbach-iii-usa-5:376750,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 2
James C Pennington,"('USA', False)",Alabama,Labor & Employment,"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/lawyer/james-c-pennington-usa-5:154376,www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Band 2
Marcel Debruge,"('USA', False)",Alabama,Labor & Employment,Burr & Forman LLP,www.chambers.com/lawyer/marcel-debruge-usa-5:156864,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Michael L Lucas,"('USA', False)",Alabama,Labor & Employment,Burr & Forman LLP,www.chambers.com/lawyer/michael-l-lucas-usa-5:268330,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Stephen E Brown,"('USA', False)",Alabama,Labor & Employment,"Bressler, Amery & Ross, P.C.",www.chambers.com/lawyer/stephen-e-brown-usa-5:154374,www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Band 2
David Walston,"('USA', False)",Alabama,Labor & Employment,Christian & Small LLP,www.chambers.com/lawyer/david-walston-usa-5:26156108,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 3
Jennifer Swain,"('USA', False)",Alabama,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/jennifer-swain-usa-5:569188,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 3
John B. Holmes,"('USA', False)",Alabama,Labor & Employment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/john-b-holmes-usa-5:1394032,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Matthew Stiles,"('USA', False)",Alabama,Labor & Employment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/matthew-stiles-usa-5:430404,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Tammy L Baker,"('USA', False)",Alabama,Labor & Employment,Jackson Lewis P.C.,www.chambers.com/lawyer/tammy-l-baker-usa-5:222420,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Band 3
Thomas A Davis,"('USA', False)",Alabama,Labor & Employment,Jackson Lewis P.C.,www.chambers.com/lawyer/thomas-a-davis-usa-5:218296,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Band 3
Warren B. Lightfoot Jr,"('USA', False)",Alabama,Labor & Employment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/warren-b-lightfoot-jr-usa-5:379295,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Bryance Metheny,"('USA', False)",Alabama,Labor & Employment,Burr & Forman LLP,www.chambers.com/lawyer/bryance-metheny-usa-5:723941,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Douglas B. Kauffman,"('USA', False)",Alabama,Labor & Employment,Balch & Bingham LLP,www.chambers.com/lawyer/douglas-b-kauffman-usa-5:379771,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Michael Thompson,"('USA', False)",Alabama,Labor & Employment,"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/lawyer/michael-thompson-usa-5:723996,www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Band 3
Janell M. Ahnert,"('USA', False)",Alabama,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/janell-m-ahnert-usa-5:691708,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 4
Stephanie Houston Mays,"('USA', False)",Alabama,Labor & Employment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/stephanie-houston-mays-usa-5:25418710,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 4
Alfred Perkins,"('USA', False)",Alabama,Labor & Employment,Starnes Davis Florie LLP,www.chambers.com/lawyer/alfred-perkins-usa-5:26359787,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 4
Breanna Young,"('USA', False)",Alabama,Labor & Employment,Starnes Davis Florie LLP,www.chambers.com/lawyer/breanna-young-usa-5:1537765,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 4
Jenna Bedsole,"('USA', False)",Alabama,Labor & Employment,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/jenna-bedsole-usa-5:1210159,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Band 4
Kathryn M. Willis,"('USA', False)",Alabama,Labor & Employment,Burr & Forman LLP,www.chambers.com/lawyer/kathryn-m-willis-usa-5:583973,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
Matthew Penfield,"('USA', False)",Alabama,Labor & Employment,"Bressler, Amery & Ross, P.C.",www.chambers.com/lawyer/matthew-penfield-usa-5:1544178,www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Band 4
Richard Brown,"('USA', False)",Alabama,Labor & Employment,"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/lawyer/richard-brown-usa-5:575947,www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Band 4
Deborah Smith,"('USA', False)",Alabama,Litigation: Appellate,Christian & Small LLP,www.chambers.com/lawyer/deborah-smith-usa-5:1390279,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 1
John Neiman,"('USA', False)",Alabama,Litigation: Appellate,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/john-neiman-usa-5:1543733,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Lee E Bains Jr,"('USA', False)",Alabama,Litigation: Appellate,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Matthew Lembke,"('USA', False)",Alabama,Litigation: Appellate,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/matthew-lembke-usa-5:170219,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Scott Smith,"('USA', False)",Alabama,Litigation: Appellate,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/scott-smith-usa-5:1400596,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Ed Haden,"('USA', False)",Alabama,Litigation: Appellate,Balch & Bingham LLP,www.chambers.com/lawyer/ed-haden-usa-5:1400599,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
M Christian King,"('USA', False)",Alabama,Litigation: Appellate,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/m-christian-king-usa-5:170303,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 1
Stanley E Blackmon,"('USA', False)",Alabama,Litigation: Appellate,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/stanley-e-blackmon-usa-5:25969514,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Associates to watch
Crawford S McGivaren Jr,"('USA', False)",Alabama,Litigation: General Commercial,Phelps Dunbar LLP,www.chambers.com/lawyer/crawford-s-mcgivaren-jr-usa-5:170226,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Senior Statespeople
Michael L Edwards,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/michael-l-edwards-usa-5:170205,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Senior Statespeople
Samuel H Franklin,"('USA', False)",Alabama,Litigation: General Commercial,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/samuel-h-franklin-usa-5:170301,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Senior Statespeople
Maibeth Porter,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/maibeth-porter-usa-5:377591,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Bruce F Rogers,"('USA', False)",Alabama,Litigation: General Commercial,"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/lawyer/bruce-f-rogers-usa-5:222431,www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Band 1
David R Boyd,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/david-r-boyd-usa-5:222534,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
Harlan Prater,"('USA', False)",Alabama,Litigation: General Commercial,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/harlan-prater-usa-5:723773,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 1
Robert Spotswood,"('USA', False)",Alabama,Litigation: General Commercial,Spotswood Sansom & Sansbury LLC,www.chambers.com/lawyer/robert-spotswood-usa-5:569575,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 1
Michael Mulvaney,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/michael-mulvaney-usa-5:377327,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Michael Pennington,"('USA', False)",Alabama,Litigation: General Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/michael-pennington-usa-5:428192,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
Adam K Peck,"('USA', False)",Alabama,Litigation: General Commercial,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/adam-k-peck-usa-5:286178,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 2
Brian McCarthy,"('USA', False)",Alabama,Litigation: General Commercial,McDowell Knight Roedder & Sledge LLC,www.chambers.com/lawyer/brian-mccarthy-usa-5:1202672,www.chambers.com/law-firm/mcdowell-knight-roedder-sledge-llc-usa-5:74769,Band 2
Jay Ezelle,"('USA', False)",Alabama,Litigation: General Commercial,Starnes Davis Florie LLP,www.chambers.com/lawyer/jay-ezelle-usa-5:476811,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 2
Robert Segall,"('USA', False)",Alabama,Litigation: General Commercial,"Copeland, Franco, Screws & Gill",www.chambers.com/lawyer/robert-segall-usa-5:170232,www.chambers.com/law-firm/copeland-franco-screws-gill-usa-5:74348,Band 2
Tabor Novak,"('USA', False)",Alabama,Litigation: General Commercial,"Ball, Ball, Matthews & Novak",www.chambers.com/lawyer/tabor-novak-usa-5:170284,www.chambers.com/law-firm/ball-ball-matthews-novak-usa-5:74793,Band 2
John Bolus,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/john-bolus-usa-5:377427,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Larry B. Childs,"('USA', False)",Alabama,Litigation: General Commercial,Waller,www.chambers.com/lawyer/larry-b-childs-usa-5:376732,www.chambers.com/law-firm/waller-usa-5:65866,Band 3
Lee E Bains Jr,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Robert R Baugh,"('USA', False)",Alabama,Litigation: General Commercial,Dentons Sirote,www.chambers.com/lawyer/robert-r-baugh-usa-5:148637,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 3
Sharon Stuart,"('USA', False)",Alabama,Litigation: General Commercial,Christian & Small LLP,www.chambers.com/lawyer/sharon-stuart-usa-5:1390285,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 3
Thomas Thagard,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/thomas-thagard-usa-5:1209430,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
Tripp Haston,"('USA', False)",Alabama,Litigation: General Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/tripp-haston-usa-5:323051,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
William Athanas,"('USA', False)",Alabama,Litigation: General Commercial,Waller,www.chambers.com/lawyer/william-athanas-usa-5:1206831,www.chambers.com/law-firm/waller-usa-5:65866,Band 3
Alan D Thomas,"('USA', False)",Alabama,Litigation: General Commercial,"Huie, Fernambucq & Stewart, LLP",www.chambers.com/lawyer/alan-d-thomas-usa-5:715712,www.chambers.com/law-firm/huie-fernambucq-stewart-llp-usa-5:283496,Band 3
Alan T Rogers,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/alan-t-rogers-usa-5:162449,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Alfred Smith Jr.,"('USA', False)",Alabama,Litigation: General Commercial,"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/lawyer/alfred-smith-jr-usa-5:1207438,www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Band 3
C Paul Cavender,"('USA', False)",Alabama,Litigation: General Commercial,Burr & Forman LLP,www.chambers.com/lawyer/c-paul-cavender-usa-5:378705,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
John W Scott,"('USA', False)",Alabama,Litigation: General Commercial,"Scott Dukes & Geisler, PC",www.chambers.com/lawyer/john-w-scott-usa-5:375738,www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Band 3
Kenneth D Sansom,"('USA', False)",Alabama,Litigation: General Commercial,Spotswood Sansom & Sansbury LLC,www.chambers.com/lawyer/kenneth-d-sansom-usa-5:413427,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 3
"R Bruce Barze, Jr","('USA', False)",Alabama,Litigation: General Commercial,Barze Taylor Noles Lowther LLC,www.chambers.com/lawyer/r-bruce-barze-jr-usa-5:1390367,www.chambers.com/law-firm/barze-taylor-noles-lowther-llc-usa-5:23040247,Band 3
Rik S Tozzi,"('USA', False)",Alabama,Litigation: General Commercial,Burr & Forman LLP,www.chambers.com/lawyer/rik-s-tozzi-usa-5:219174,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Robert MacKenzie,"('USA', False)",Alabama,Litigation: General Commercial,Starnes Davis Florie LLP,www.chambers.com/lawyer/robert-mackenzie-usa-5:1209415,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 3
Russ Campbell,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/russ-campbell-usa-5:377953,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Barry Ragsdale,"('USA', False)",Alabama,Litigation: General Commercial,"Dominick Feld Hyde, P.C.",www.chambers.com/lawyer/barry-ragsdale-usa-5:1400608,www.chambers.com/law-firm/dominick-feld-hyde-pc-usa-5:22951144,Band 4
David Hymer,"('USA', False)",Alabama,Litigation: General Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/david-hymer-usa-5:906102,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 4
John Earnhardt,"('USA', False)",Alabama,Litigation: General Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/john-earnhardt-usa-5:1216008,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 4
Richard E Smith,"('USA', False)",Alabama,Litigation: General Commercial,Christian & Small LLP,www.chambers.com/lawyer/richard-e-smith-usa-5:241724,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 4
Allen Estes,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/allen-estes-usa-5:577809,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 4
Augusta Dowd,"('USA', False)",Alabama,Litigation: General Commercial,White Arnold & Dowd,www.chambers.com/lawyer/augusta-dowd-usa-5:1511002,www.chambers.com/law-firm/white-arnold-dowd-usa-5:22771241,Band 4
Caine O'Rear,"('USA', False)",Alabama,Litigation: General Commercial,Hand Arendall Harrison Sale LLC,www.chambers.com/lawyer/caine-orear-usa-5:1390413,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Band 4
Gregory Cook,"('USA', False)",Alabama,Litigation: General Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/gregory-cook-usa-5:1348383,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 4
Joseph Babington,"('USA', False)",Alabama,Litigation: General Commercial,"Helmsing, Leach, Herlong, Newman & Rouse, PC",www.chambers.com/lawyer/joseph-babington-usa-5:870366,www.chambers.com/law-firm/helmsing-leach-herlong-newman-rouse-pc-usa-5:74768,Band 4
Ken Perry,"('USA', False)",Alabama,Litigation: General Commercial,Ken Perry Law Firm LLC,www.chambers.com/lawyer/ken-perry-usa-5:26358712,www.chambers.com/law-firm/ken-perry-law-firm-llc-usa-5:23277905,Band 4
Kimberly W Geisler,"('USA', False)",Alabama,Litigation: General Commercial,"Scott Dukes & Geisler, PC",www.chambers.com/lawyer/kimberly-w-geisler-usa-5:381223,www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Band 4
M Christian King,"('USA', False)",Alabama,Litigation: General Commercial,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/m-christian-king-usa-5:170303,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 4
Melody Eagan,"('USA', False)",Alabama,Litigation: General Commercial,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/melody-eagan-usa-5:1400618,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 4
Michael C. Niemeyer,"('USA', False)",Alabama,Litigation: General Commercial,Hand Arendall Harrison Sale LLC,www.chambers.com/lawyer/michael-c-niemeyer-usa-5:25408471,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Band 4
Michael Sansbury,"('USA', False)",Alabama,Litigation: General Commercial,Spotswood Sansom & Sansbury LLC,www.chambers.com/lawyer/michael-sansbury-usa-5:569590,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Band 4
Victor L. Hayslip,"('USA', False)",Alabama,Litigation: General Commercial,Burr & Forman LLP,www.chambers.com/lawyer/victor-l-hayslip-usa-5:577976,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
Frank Springfield,"('USA', False)",Alabama,Litigation: General Commercial,Burr & Forman LLP,www.chambers.com/lawyer/frank-springfield-usa-5:1367784,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Up and Coming
Thomas Wells III,"('USA', False)",Alabama,Litigation: General Commercial,Starnes Davis Florie LLP,www.chambers.com/lawyer/thomas-wells-iii-usa-5:1212563,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Up and Coming
Robert T. Cunningham,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/robert-t-cunningham-usa-5:170286,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Senior Statespeople
David H Marsh,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Marsh, Rickard & Bryan P.C",www.chambers.com/lawyer/david-h-marsh-usa-5:170306,www.chambers.com/law-firm/marsh-rickard-bryan-pc-usa-5:74766,Band 1
Jere L Beasley,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/lawyer/jere-l-beasley-usa-5:170209,www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Band 1
Leon Ashford,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/lawyer/leon-ashford-usa-5:170291,www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 1
Gregory B Breedlove,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/gregory-b-breedlove-usa-5:218739,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 2
"Joseph M Brown, Jr","('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/joseph-m-brown-jr-usa-5:1208655,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 2
Scott Powell,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/lawyer/scott-powell-usa-5:1210001,www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 2
Shay Samples,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Hare, Wynn, Newell & Newton LLP",www.chambers.com/lawyer/shay-samples-usa-5:1387096,www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Band 2
"David S Cain, Jr","('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/david-s-cain-jr-usa-5:1395818,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
George W Finkbohner III,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/george-w-finkbohner-iii-usa-5:1208568,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
Greg Allen,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/lawyer/greg-allen-usa-5:1395729,www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Band 3
Lucy Tufts,"('USA', False)",Alabama,Litigation: Mainly Plaintiffs,"Cunningham Bounds, LLC",www.chambers.com/lawyer/lucy-tufts-usa-5:26162493,www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Band 3
